"unit","nace_r2","indic_se","geo","time","values"
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2016-01-01,43
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2016-01-01,46.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2016-01-01,46.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2016-01-01,42.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2016-01-01,44.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2016-01-01,49.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2016-01-01,38.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2016-01-01,44
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Albania",2016-01-01,66.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Germany",2016-01-01,47.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2016-01-01,40.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2016-01-01,60
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2016-01-01,58.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2016-01-01,54.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2016-01-01,50.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2016-01-01,66.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2016-01-01,48.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2016-01-01,53.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Albania",2015-01-01,49.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Belgium",2015-01-01,43.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2015-01-01,41
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2015-01-01,34.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Germany",2015-01-01,42.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2015-01-01,37.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2015-01-01,35.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2015-01-01,46.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2015-01-01,41.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2015-01-01,43.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2015-01-01,44
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2015-01-01,47
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2015-01-01,49.5
